Time(s),Input,Output_Displacement
25.4000000000001,1.481,6.623
25.5000000000001,1.409,6.624
25.6000000000001,1.335,6.620
25.7000000000001,1.259,6.610
25.8000000000001,1.181,6.594
25.9000000000001,1.101,6.574
26.0000000000001,1.022,6.549
26.1000000000001,0.942,6.518
26.2000000000001,0.862,6.484
26.3000000000001,0.783,6.444
26.4000000000001,0.706,6.401
26.5000000000001,0.631,6.354
26.6000000000001,0.557,6.303
26.7000000000001,0.487,6.250
26.8000000000001,0.420,6.193
26.9000000000001,0.357,6.134
27.0000000000001,0.298,6.073
27.1000000000001,0.243,6.010
27.2000000000001,0.193,5.947
27.3000000000001,0.149,5.882
27.4000000000001,0.110,5.817
27.5000000000001,0.076,5.752
27.6000000000001,0.048,5.687
27.7000000000001,0.027,5.623
27.8000000000001,0.012,5.561
27.9000000000001,0.003,5.500
28.0000000000001,0.000,5.441
28.1000000000001,0.004,5.385
28.2000000000001,0.014,5.332
28.3000000000001,0.030,5.281
28.4000000000001,0.053,5.234
28.5000000000001,0.082,5.191
28.6000000000001,0.117,5.152
28.7000000000001,0.157,5.117
28.8000000000001,0.202,5.087
28.9000000000001,0.253,5.061
29.0000000000001,0.309,5.041
29.1000000000001,0.369,5.025
29.2000000000001,0.433,5.014
29.3000000000001,0.500,5.009
29.4000000000001,0.571,5.008
29.5000000000001,0.645,5.013
29.6000000000002,0.721,5.023
29.7000000000002,0.798,5.039
29.8000000000002,0.877,5.059
29.9000000000002,0.957,5.084
30.0000000000002,1.037,5.113
30.1000000000002,1.117,5.148
30.2000000000002,1.196,5.186
30.3000000000002,1.273,5.229
30.4000000000002,1.349,5.275
30.5000000000002,1.423,5.325
30.6000000000002,1.494,5.378
30.7000000000002,1.562,5.433
30.8000000000002,1.626,5.492
30.9000000000002,1.687,5.552
31.0000000000002,1.743,5.614
31.1000000000002,1.794,5.677
31.2000000000002,1.840,5.742
31.3000000000002,1.880,5.806
31.4000000000002,1.916,5.871
31.5000000000002,1.945,5.935
31.6000000000002,1.968,5.999
31.7000000000002,1.985,6.062
31.8000000000002,1.996,6.123
31.9000000000002,2.000,6.182
32.0000000000002,1.998,6.238
32.1000000000002,1.989,6.292
32.2000000000002,1.975,6.343
32.3000000000002,1.954,6.391
32.4000000000002,1.926,6.435
32.5000000000002,1.893,6.475
32.6000000000002,1.855,6.510
32.7000000000002,1.810,6.542
32.8000000000002,1.761,6.568
32.9000000000002,1.707,6.590
33.0000000000002,1.648,6.607
33.1000000000002,1.585,6.619
33.2000000000002,1.518,6.626
33.3000000000002,1.448,6.628
33.4000000000002,1.375,6.624
33.5000000000002,1.300,6.615
33.6000000000002,1.223,6.602
33.7000000000002,1.144,6.583
33.8000000000002,1.065,6.559
33.9000000000002,0.985,6.531
34.0000000000002,0.905,6.498
34.1000000000002,0.826,6.460
34.2000000000002,0.748,6.419
34.3000000000002,0.671,6.373
34.4000000000002,0.597,6.325
34.5000000000002,0.525,6.272
34.6000000000002,0.456,6.217
34.7000000000002,0.391,6.160
34.8000000000002,0.329,6.100
34.9000000000002,0.272,6.039
35.0000000000002,0.220,5.976
35.1000000000002,0.172,5.912
35.2000000000002,0.130,5.847
35.3000000000002,0.093,5.782
35.4000000000002,0.063,5.718
35.5000000000002,0.038,5.654
35.6000000000002,0.019,5.591
35.7000000000002,0.007,5.530
35.8000000000002,0.001,5.470
35.9000000000002,0.001,5.413
36.0000000000002,0.008,5.358
36.1000000000002,0.021,5.306
36.2000000000002,0.040,5.258
36.3000000000002,0.066,5.213
36.4000000000002,0.097,5.172
36.5000000000002,0.134,5.135
36.6000000000003,0.177,5.102
36.7000000000003,0.225,5.074
36.8000000000003,0.278,5.051
36.9000000000003,0.336,5.033
37.0000000000003,0.398,5.019
37.1000000000003,0.463,5.011
37.2000000000003,0.533,5.008
37.3000000000003,0.605,5.010
37.4000000000003,0.679,5.018
37.5000000000003,0.756,5.030
37.6000000000003,0.834,5.048
37.7000000000003,0.914,5.070
37.8000000000003,0.994,5.097
37.9000000000003,1.074,5.129
38.0000000000003,1.153,5.165
38.1000000000003,1.232,5.206
38.2000000000003,1.309,5.250
38.3000000000003,1.384,5.298
38.4000000000003,1.456,5.349
38.5000000000003,1.526,5.403
38.6000000000003,1.592,5.460
38.7000000000003,1.655,5.520
38.8000000000003,1.713,5.581
38.9000000000003,1.767,5.643
39.0000000000003,1.816,5.707
39.1000000000003,1.859,5.772
39.2000000000003,1.897,5.836
39.3000000000003,1.930,5.901
39.4000000000003,1.956,5.965
39.5000000000003,1.977,6.028
39.6000000000003,1.991,6.090
39.7000000000003,1.998,6.150
39.8000000000003,2.000,6.208
39.9000000000003,1.995,6.264
40.0000000000003,1.983,6.316
40.1000000000003,1.966,6.366
40.2000000000003,1.942,6.411
40.3000000000003,1.912,6.454
40.4000000000003,1.876,6.492
40.5000000000003,1.835,6.525
40.6000000000003,1.788,6.555
40.7000000000003,1.737,6.579
40.8000000000003,1.680,6.599
40.9000000000003,1.619,6.613
41.0000000000003,1.555,6.623
41.1000000000003,1.486,6.627
41.2000000000003,1.415,6.627
41.3000000000003,1.341,6.621
41.4000000000003,1.265,6.610
41.5000000000003,1.187,6.594
41.6000000000003,1.108,6.572
41.7000000000003,1.028,6.546
41.8000000000003,0.948,6.516
41.9000000000003,0.868,6.481
42.0000000000003,0.790,6.442
42.1000000000003,0.712,6.398
42.2000000000003,0.636,6.351
42.3000000000003,0.563,6.301
42.4000000000003,0.493,6.247
42.5000000000003,0.425,6.191
42.6000000000003,0.362,6.133
42.7000000000003,0.302,6.072
42.8000000000003,0.247,6.010
42.9000000000003,0.197,5.946
43.0000000000003,0.152,5.882
43.1000000000003,0.112,5.817
43.2000000000003,0.078,5.752
43.3000000000003,0.050,5.688
43.4000000000003,0.028,5.625
43.5000000000003,0.013,5.563
43.6000000000003,0.003,5.502
43.7000000000004,0.000,5.443
43.8000000000004,0.003,5.387
43.9000000000004,0.013,5.334
44.0000000000004,0.029,5.283
44.1000000000004,0.051,5.237
44.2000000000004,0.079,5.193
44.3000000000004,0.114,5.154
44.4000000000004,0.153,5.119
44.5000000000004,0.199,5.089
44.6000000000004,0.249,5.063
44.7000000000004,0.304,5.042
44.8000000000004,0.364,5.026
44.9000000000004,0.427,5.015
45.0000000000004,0.495,5.009
45.1000000000004,0.565,5.009
45.2000000000004,0.639,5.013
45.3000000000004,0.714,5.023
45.4000000000004,0.792,5.038
45.5000000000004,0.871,5.057
45.6000000000004,0.950,5.082
45.7000000000004,1.030,5.111
45.8000000000004,1.110,5.145
45.9000000000004,1.189,5.183
46.0000000000004,1.267,5.226
46.1000000000004,1.343,5.272
46.2000000000004,1.417,5.321
46.3000000000004,1.489,5.374
46.4000000000004,1.557,5.429
46.5000000000004,1.621,5.487
46.6000000000004,1.682,5.548
46.7000000000004,1.738,5.609
46.8000000000004,1.790,5.673
46.9000000000004,1.836,5.737
47.0000000000004,1.877,5.801
47.1000000000004,1.913,5.866
47.2000000000004,1.943,5.931
47.3000000000004,1.966,5.994
47.4000000000004,1.984,6.057
47.5000000000004,1.995,6.118
47.6000000000004,2.000,6.177
47.7000000000004,1.998,6.234
47.8000000000004,1.990,6.288
47.9000000000004,1.976,6.339
48.0000000000004,1.955,6.387
48.1000000000004,1.929,6.431
48.2000000000004,1.896,6.472
48.3000000000004,1.858,6.508
48.4000000000004,1.814,6.539
48.5000000000004,1.765,6.567
48.6000000000004,1.711,6.589
48.7000000000004,1.653,6.606
48.8000000000004,1.590,6.618
48.9000000000004,1.524,6.626
49.0000000000004,1.454,6.628
49.1000000000004,1.381,6.625
49.2000000000004,1.306,6.616
49.3000000000004,1.229,6.603
49.4000000000004,1.151,6.584
49.5000000000004,1.071,6.561
49.6000000000004,0.991,6.533
49.7000000000004,0.911,6.500
49.8000000000004,0.832,6.463
49.9000000000004,0.754,6.422
50.0000000000004,0.677,6.377
50.1000000000004,0.602,6.329
50.2000000000004,0.530,6.277
50.3000000000004,0.461,6.222
50.4000000000004,0.396,6.165
50.5000000000004,0.334,6.105
50.6000000000004,0.277,6.043
50.7000000000005,0.224,5.981
50.8000000000005,0.176,5.917
50.9000000000005,0.133,5.852
51.0000000000005,0.096,5.787
51.1000000000005,0.065,5.723
51.2000000000005,0.039,5.659
51.3000000000005,0.020,5.596
51.4000000000005,0.007,5.534
51.5000000000005,0.001,5.475
51.6000000000005,0.001,5.417
51.7000000000005,0.007,5.362
51.8000000000005,0.020,5.310
51.9000000000005,0.038,5.261
52.0000000000005,0.063,5.216
52.1000000000005,0.094,5.175
52.2000000000005,0.131,5.138
52.3000000000005,0.174,5.105
52.4000000000005,0.221,5.076
52.5000000000005,0.274,5.053
52.6000000000005,0.331,5.034
52.7000000000005,0.393,5.020
52.8000000000005,0.458,5.012
